General information,,time (s),O2 (%),DPT (Pa),CO (%),CO2 (%),PDM (-),PDC (-),Mass (g),Methane MFM (slpm),APT (kPa),HFM (kW/m2),Cold Trap TC (K),Stack TC (K),Smoke TC (K),Cone Heater TC (K),Spare TC (K),Soot MFM (g/s)
,,572,20.88401199,101.666287,0.01164752,0.09624495,0.926468,0.931921,1.358947,0.0021,0,0,-1,337.043,340.44,1041.592,0,0
,,573,20.8843616,101.993195,0.01152632,0.09552057,0.931099,0.932046,1.311,0.0012,0,0,-1,337.117,340.513,1041.571,0,0
,,574,20.8850264,98.992415,0.01141016,0.09527977,0.925492,0.93186,1.20997,0.003,0,0,-1,337.069,340.505,1041.566,0,0
,,575,20.88470273,103.764327,0.01139638,0.09519091,0.925304,0.932104,1.204436,-0.0016,0,0,-1,337.171,340.567,1041.56,0,0
,,576,20.88519522,105.088578,0.01139841,0.0951312,0.92269,0.931437,1.248,-0.0004,0,0,-1,337.133,340.619,1041.527,0,0
,,577,20.8843359,105.889984,0.01139685,0.09528889,0.926668,0.93185,1.205103,0.0007,0,0,-1,337.21,340.612,1041.542,0,0
,,578,20.88314046,102.193915,0.01139849,0.09515674,0.92999,0.932044,1.213027,0.0003,0,0,-1,337.22,340.686,1041.517,0,0
,,579,20.88220877,106.932437,0.01139341,0.09443343,0.925069,0.932603,1.221992,0.0019,0,0,-1,337.182,340.612,1041.537,0,0
,,580,20.88203244,105.087718,0.0113975,0.0943425,0.924462,0.932798,1.220627,0.001,0,0,-1,337.214,340.649,1041.519,0,0
,,581,20.88172608,104.900632,0.01147877,0.09426629,0.922052,0.932597,1.194036,0.0007,0,0,-1,337.125,340.631,1041.501,0,0
,,582,20.88284544,101.715782,0.01147939,0.09443401,0.921849,0.932891,1.23062,0.0041,0,0,-1,337.213,340.628,1041.542,0,0
,,583,20.88396221,102.894955,0.01148036,0.09438091,0.926455,0.933331,1.332653,-0.0001,0,0,-1,337.184,340.694,1041.56,0,0
,,584,20.88451068,105.037946,0.01148876,0.09441607,0.929072,0.933094,1.298,-0.002,0,0,-1,337.191,340.591,1041.595,0,0
,,585,20.88407039,106.526266,0.01159011,0.09425081,0.927914,0.933086,1.21694,0.0004,0,0,-1,337.164,340.645,1041.575,0,0
,,586,20.88494811,105.326087,0.01147943,0.09427782,0.92684,0.933378,1.207174,0.0016,0,0,-1,337.097,340.551,1041.603,0,0
,,587,20.88628974,108.269061,0.01148041,0.09432964,0.923312,0.933736,1.223,-0.0021,0,0,-1,337.166,340.586,1041.584,0,0
,,588,20.88543457,101.483937,0.01148173,0.09433406,0.929147,0.934294,1.216831,0.0003,0,0,-1,337.091,340.585,1041.57,0,0
,,589,20.88584804,106.757964,0.01139877,0.094433,0.931829,0.93487,1.174838,0.0014,0,0,-1,337.153,340.541,1041.607,0,0
,,590,20.88720396,106.183955,0.01139792,0.09441563,0.927002,0.935045,1.151945,0.0004,0,0,-1,337.111,340.592,1041.576,0,0
,,591,20.88694752,100.100277,0.01139965,0.09438654,0.929042,0.934359,1.146442,0,0,0,-1,337.075,340.487,1041.601,0,0
,,592,20.88741358,103.53065,0.01139565,0.09446352,0.922152,0.934114,1.100032,0.0005,0,0,-1,337.117,340.566,1041.592,0,0
,,593,20.88783962,103.349305,0.01128551,0.09353441,0.927671,0.934399,1.116313,0.0004,0,0,-1,337.071,340.538,1041.592,0,0
,,594,20.88724708,102.890949,0.01128225,0.09345249,0.934919,0.93519,1.154956,0.0012,0,0,-1,337.141,340.549,1041.589,0,0
,,595,20.8872006,102.441505,0.01120544,0.09350438,0.931417,0.935697,1.150597,0.0005,0,0,-1,337.085,340.574,1041.615,0,0
,,596,20.88777185,104.98138,0.01111746,0.09356549,0.931677,0.935609,1.113997,0.0011,0,0,-1,337.102,340.512,1041.638,0,0
,,597,20.88772169,104.470689,0.01111343,0.09349191,0.924618,0.935286,1.110982,0.003,0,0,-1,337.069,340.526,1041.597,0,0
,,598,20.88765782,101.948687,0.01100557,0.09244029,0.926566,0.935909,1.107478,0.0005,0,0,-1,336.998,340.409,1041.76,0,0
,,599,20.88722541,105.76149,0.01099939,0.09245236,0.932388,0.936271,1.064,0.0003,0,0,-1,337.021,340.42,1041.608,0,0
,,600,20.88715796,102.434061,0.0108935,0.09227855,0.931214,0.936759,1.078078,0.0001,0,0,-1,336.895,340.358,1041.433,0,0
,,601,20.88712935,107.475532,0.01089257,0.09245026,0.929493,0.936769,1.090913,0.0006,0,0,-1,336.915,340.288,1041.623,0,0
,,602,20.88749964,104.954944,0.01080644,0.0924902,0.930491,0.936841,1.082962,0.0025,0,0,-1,336.86,340.311,1041.583,0,0
,,603,20.88787555,110.300767,0.01080994,0.09219257,0.925041,0.936944,1.045114,0.0007,0,0,-1,336.867,340.241,1041.715,0,0
,,604,20.88804418,108.320767,0.01081016,0.09132941,0.930277,0.936888,1.083922,-0.0015,0,0,-1,336.901,340.321,1041.545,0,0
,,605,20.88851582,105.726463,0.01080774,0.09132233,0.931053,0.936988,1.057389,0.0009,0,0,-1,336.855,340.263,1041.572,0,0
,,606,20.88854213,103.559755,0.01080989,0.09099158,0.933664,0.937227,0.983364,0.0005,0,0,-1,336.905,340.29,1041.568,0,0
,,607,20.89009107,98.885841,0.010806,0.09134489,0.931191,0.937238,1.088292,0.0002,0,0,-1,336.827,340.295,1041.516,0,0
,,608,20.88969935,103.190719,0.01081288,0.09134632,0.930628,0.936922,1.184889,0.0008,0,0,-1,336.87,340.278,1041.597,0,0
,,609,20.88958622,102.295305,0.01080543,0.09162963,0.932458,0.937348,1.171042,0.0012,0,0,-1,336.905,340.371,1041.599,0,0
,,610,20.88850216,101.53547,0.01080414,0.09153107,0.929532,0.937105,1.079747,0.0007,0,0,-1,336.877,340.317,1041.591,0,0
,,611,20.88841134,100.826472,0.0108101,0.09113515,0.935032,0.937744,0.995679,0.0014,0,0,-1,336.942,340.373,1041.547,0,0
,,612,20.8884766,107.340374,0.01089409,0.09141597,0.934617,0.937994,0.95596,0.0014,0,0,-1,336.821,340.303,1041.478,0,0
,,613,20.88793199,101.087422,0.01088818,0.09138177,0.929834,0.937917,0.952,0.0002,0,0,-1,336.87,340.273,1041.385,0,0
,,614,20.88779931,99.87795,0.01089695,0.0914904,0.931268,0.937837,1.015468,0.0001,0,0,-1,336.825,340.333,1041.315,0,0
,,615,20.8878485,106.575257,0.01080718,0.09106469,0.930308,0.937736,1.107402,0.0004,0,0,-1,336.886,340.297,1041.497,0,0
,,616,20.88879733,103.426672,0.01088946,0.0914529,0.931563,0.938029,1.053,0.0005,0,0,-1,336.897,340.373,1041.68,0,0
,,617,20.88819511,101.665033,0.01089465,0.09117436,0.937011,0.938688,1.008176,0.0011,0,0,-1,336.884,340.341,1041.5,0,0
,,618,20.88847795,101.15495,0.01089256,0.09138941,0.934131,0.938958,1.042842,0.0024,0,0,-1,336.978,340.406,1041.529,0,0
,,619,20.88817644,105.016308,0.01089176,0.09097686,0.932819,0.938938,1.027,0.0048,0,0,-1,336.912,340.421,1041.495,0,0
,,620,20.88810612,102.288237,0.01089378,0.09126003,0.933796,0.938674,0.965964,-0.0004,0,0,-1,336.965,340.411,1041.528,0,0
,,621,20.887033,103.319978,0.01089107,0.09083612,0.932435,0.938805,0.960109,0.0003,0,0,-1,336.937,340.451,1041.505,0,0
,,622,20.8868573,101.342365,0.0110009,0.0901427,0.937388,0.93935,0.969995,-0.0012,0,0,-1,336.907,340.354,1041.539,0,0
,,623,20.88746493,107.924996,0.01100319,0.09148279,0.934032,0.939262,0.965205,0.0009,0,0,-1,336.946,340.404,1041.509,0,0
,,624,20.89005238,102.292779,0.01099609,0.09121449,0.933863,0.939705,0.999207,-0.0013,0,0,-1,336.866,340.342,1041.525,0,0
,,625,20.89016331,101.26424,0.01089055,0.09088135,0.934943,0.939988,1.018,0.0035,0,0,-1,336.912,340.337,1041.516,0,0
,,626,20.89108226,105.376502,0.01089021,0.09026933,0.930939,0.939812,0.953753,0.0008,0,0,-1,336.827,340.31,1041.517,0,0
,,627,20.89286583,102.462241,0.01089522,0.09030285,0.934642,0.940285,0.913685,0.0011,0,0,-1,336.853,340.251,1041.545,0,0
,,628,20.89291848,106.212633,0.01089393,0.08992709,0.937968,0.940599,0.975938,0.0022,0,0,-1,336.83,340.314,1041.52,0,0
,,629,20.89297421,102.476002,0.01069582,0.08886677,0.937697,0.941131,0.999835,0.0004,0,0,-1,336.794,340.239,1041.554,0,0
,,630,20.89342538,103.868553,0.01069703,0.08826548,0.935136,0.941439,0.959054,0.0024,0,0,-1,336.887,340.298,1041.566,0,0
,,631,20.8928585,110.904029,0.01058729,0.088096,0.931347,0.941432,0.965462,0.0005,0,0,-1,336.817,340.288,1041.566,0,0
,,632,20.89260011,108.266734,0.01049928,0.08790712,0.933317,0.9412,1.003961,0.0023,0,0,-1,336.873,340.279,1041.583,0,0
,,633,20.89267664,102.2263,0.01050117,0.08831368,0.937737,0.941217,0.940984,0.0006,0,0,-1,336.838,340.318,1041.567,0,0
,,634,20.89361838,102.581662,0.01050058,0.0879154,0.936266,0.941599,0.93706,0.0022,0,0,-1,336.84,340.262,1041.588,0,0
,,635,20.893368,104.6612,0.01049458,0.08799657,0.941026,0.941651,0.942524,0.0013,0,0,-1,336.876,340.339,1041.567,0,0
,,636,20.89331975,104.518161,0.01038685,0.08824609,0.93427,0.941753,0.905961,-0.0005,0,0,-1,336.831,340.296,1041.606,0,0
,,637,20.89288575,106.643079,0.01030187,0.08736528,0.934551,0.941973,0.893396,0.0028,0,0,-1,336.895,340.319,1041.616,0,0
,,638,20.89298674,104.696417,0.0101921,0.08697502,0.936335,0.942436,0.942901,0.002,0,0,-1,336.776,340.279,1041.599,0,0
,,639,20.89318891,103.387712,0.01010883,0.0867972,0.934336,0.942689,0.950976,0.001,0,0,-1,336.807,340.221,1041.632,0,0
,,640,20.8913226,102.389488,0.01010948,0.08715271,0.9421,0.943128,0.942928,0.0006,0,0,-1,336.777,340.259,1041.614,0,0
,,641,20.89219499,105.105298,0.01016583,0.0862951,0.93999,0.943128,0.934834,0.0007,0,0,-1,336.75,340.196,1041.629,0,0
,,642,20.89304897,103.473519,0.01019158,0.08633755,0.934994,0.943361,0.922711,0.0014,0,0,-1,336.821,340.288,1041.615,0,0
,,643,20.8939768,103.481504,0.01013301,0.08618138,0.935695,0.943771,0.850437,0.0002,0,0,-1,336.769,340.249,1041.583,0,0
,,644,20.89490324,102.681975,0.01010772,0.08625489,0.933455,0.943737,0.781489,0.002,0,0,-1,336.875,340.299,1041.59,0,0
,,645,20.8937516,104.759874,0.01010633,0.08628356,0.939479,0.943882,0.819205,-0.0001,0,0,-1,336.827,340.33,1041.564,0,0
,,646,20.89351674,104.056492,0.0101097,0.08623789,0.943244,0.944008,0.886904,0.0019,0,0,-1,336.843,340.284,1041.56,0,0
,,647,20.89357027,104.425454,0.01010318,0.08612738,0.937094,0.944167,0.874389,0.0012,0,0,-1,336.849,340.376,1041.53,0,0
,,648,20.89349815,104.691137,0.01010787,0.08620423,0.938591,0.944208,0.823815,0.0019,0,0,-1,336.809,340.301,1041.537,0,0
,,649,20.89343447,102.408526,0.0101064,0.08619878,0.938108,0.944102,0.807,0.0012,0,0,-1,336.855,340.331,1041.518,0,0
,,650,20.89407355,104.3733,0.01010753,0.08631787,0.938377,0.944182,0.843985,0.0004,0,0,-1,336.786,340.337,1041.494,0,0
,,651,20.89461581,107.839889,0.01005461,0.08621054,0.944649,0.944064,0.841109,0.0021,0,0,-1,336.855,340.332,1041.503,0,0
,,652,20.89494647,103.970116,0.00999197,0.08623447,0.942727,0.944261,0.851989,0.0021,0,0,-1,336.82,340.379,1041.487,0,0
,,653,20.89477187,105.03226,0.01005339,0.08628831,0.939145,0.944829,0.811181,0.0008,0,0,-1,336.821,340.308,1041.522,0,0
,,654,20.89455474,102.56179,0.01010661,0.08615872,0.93808,0.944528,0.855703,0.0008,0,0,-1,336.857,340.386,1041.476,0,0
,,655,20.89500508,105.656206,0.01010625,0.0863058,0.937242,0.944267,0.82603,0.0011,0,0,-1,336.767,340.315,1041.495,0,0
,,656,20.89494323,105.377317,0.01011026,0.08636176,0.94262,0.94433,0.798,0.0001,0,0,-1,336.819,340.322,1041.516,0,0
,,657,20.89409483,102.897744,0.01004481,0.08523147,0.94196,0.944559,0.797769,0.0014,0,0,-1,336.742,340.326,1041.52,0,0
,,658,20.89414708,104.702857,0.00999625,0.0851946,0.942847,0.944844,0.751673,0.002,0,0,-1,336.799,340.288,1041.56,0,0
,,659,20.89461871,106.219389,0.0099963,0.08515272,0.941119,0.944884,0.719,-0.0026,0,0,-1,336.791,340.371,1041.556,0,0
,,660,20.89474198,107.457883,0.00999937,0.08509868,0.938016,0.944974,0.732015,0.0029,0,0,-1,336.787,340.298,1041.557,0,0
,,661,20.89461102,101.582505,0.00999798,0.08512082,0.943272,0.945233,0.734574,-0.0007,0,0,-1,336.825,340.351,1041.543,0,0
,,662,20.8950267,102.963221,0.00999512,0.08515381,0.943962,0.945737,0.692,-0.0013,0,0,-1,336.74,340.326,1041.451,0,0
,,663,20.89510267,104.12365,0.00999561,0.08509889,0.943945,0.946131,0.75522,0.0004,0,0,-1,336.825,340.328,1041.47,0,0
,,664,20.89571222,105.792753,0.00999224,0.08524295,0.945904,0.946048,0.865999,-0.0007,0,0,-1,336.773,340.362,1041.568,0,0
,,665,20.89554677,106.827968,0.00999567,0.08498721,0.940369,0.945781,0.86436,-0.0004,0,0,-1,336.788,340.284,1041.547,0,0
,,666,20.8961394,104.955458,0.00994746,0.08463346,0.941876,0.945844,0.758644,0.0007,0,0,-1,336.763,340.309,1041.522,0,0
,,667,20.89694841,106.897755,0.00987989,0.0842224,0.943271,0.94637,0.729031,0.0002,0,0,-1,336.691,340.223,1041.405,0,0
,,668,20.89633867,105.430957,0.00988883,0.08472054,0.943603,0.94679,0.759923,-0.0011,0,0,-1,336.757,340.264,1041.557,0,0
,,669,20.89633471,101.520593,0.00988285,0.08521079,0.942892,0.947,0.74849,0.0006,0,0,-1,336.69,340.258,1041.397,0,0
,,670,20.8954338,103.663558,0.00988366,0.08504374,0.938137,0.946868,0.706,0.0007,0,0,-1,336.716,340.23,1041.59,0,0
,,671,20.89658373,103.548437,0.00988183,0.08450078,0.941404,0.946479,0.729015,0.0006,0,0,-1,336.704,340.285,1041.402,0,0
,,672,20.89723611,102.829991,0.00976578,0.08428105,0.942828,0.946358,0.731637,0.0008,0,0,-1,336.694,340.207,1041.593,0,0
,,673,20.89759792,104.175957,0.00961698,0.08433111,0.943277,0.947164,0.698717,0.0012,0,0,-1,336.727,340.266,1041.738,0,0
,,674,20.89718696,105.112791,0.00957377,0.08430019,0.945469,0.947372,0.673,0.0018,0,0,-1,336.671,340.233,1041.755,0,0
,,675,20.89675886,103.387287,0.00957155,0.0841571,0.938286,0.947143,0.632312,-0.0015,0,0,-1,336.731,340.235,1041.769,0,0
,,676,20.89691545,103.482706,0.00952203,0.08432809,0.938728,0.947143,0.684533,0.0013,0,0,-1,336.654,340.236,1041.588,0,0
,,677,20.89688362,103.499445,0.00949679,0.08421985,0.94236,0.947055,0.759742,0.0004,0,0,-1,336.67,340.158,1041.617,0,0
,,678,20.89675186,110.310315,0.00949003,0.08428753,0.942984,0.947431,0.727488,-0.0011,0,0,-1,336.661,340.204,1041.599,0,0
,,679,20.89758954,111.794703,0.00942942,0.08427552,0.946186,0.947681,0.691275,0.0006,0,0,-1,336.595,340.101,1041.62,0,0
,,680,20.89835642,103.430034,0.00932585,0.08417946,0.941958,0.948122,0.781657,0.001,0,0,-1,336.643,340.145,1041.496,0,0
,,681,20.89926788,104.385433,0.00925596,0.08420564,0.938864,0.947782,0.743281,0.0024,0,0,-1,336.563,340.134,1041.582,0,0
,,682,20.89858266,100.655114,0.00917728,0.08419309,0.94508,0.947822,0.687987,0.0014,0,0,-1,336.637,340.118,1041.597,0,0
,,683,20.89913788,100.856839,0.00918048,0.08413122,0.942719,0.948237,0.674783,0.0009,0,0,-1,336.574,340.136,1041.584,0,0
,,684,20.89928519,103.490899,0.00918154,0.08360894,0.946177,0.948711,0.638537,0.0022,0,0,-1,336.561,340.034,1041.619,0,0
,,685,20.89904117,105.984522,0.00917944,0.08348889,0.943093,0.948921,0.599966,0.0001,0,0,-1,336.542,340.06,1041.613,0,0
,,686,20.89895414,105.327989,0.00913155,0.0833586,0.940335,0.948801,0.566283,0.0023,0,0,-1,336.448,339.973,1041.583,0,0
,,687,20.89859457,103.959898,0.0091417,0.08348628,0.94564,0.948688,0.613643,0.0008,0,0,-1,336.519,340.002,1041.567,0,0
,,688,20.89881808,106.324496,0.00918348,0.08348349,0.945948,0.949039,0.671959,0.0013,0,0,-1,336.445,339.983,1041.541,0,0
,,689,20.89908955,103.544388,0.00918672,0.08352504,0.94584,0.949366,0.631,-0.001,0,0,-1,336.475,339.942,1041.539,0,0
,,690,20.89910465,103.20571,0.00918049,0.08255754,0.943632,0.949237,0.631435,0.0025,0,0,-1,336.449,340.017,1041.477,0,0
,,691,20.8995011,99.707025,0.0091819,0.08225819,0.939626,0.948521,0.674956,0.0032,0,0,-1,336.456,339.976,1041.479,0,0
,,692,20.89925109,102.201304,0.00912398,0.08238892,0.945548,0.948337,0.626839,0.0007,0,0,-1,336.547,340.07,1041.429,0,0
,,693,20.89817962,101.302378,0.00910162,0.08229833,0.94625,0.948562,0.587053,-0.0001,0,0,-1,336.498,340.067,1041.407,0,0
,,694,20.89778743,102.854548,0.00909531,0.08218849,0.947928,0.94823,0.592988,0.0017,0,0,-1,336.594,340.106,1041.427,0,0
,,695,20.89790008,106.936006,0.00909757,0.08230712,0.947857,0.948706,0.619973,0.0005,0,0,-1,336.574,340.179,1041.374,0,0
